x1,x2,label
6.15861759341578,5.383750505723867,0
-0.5950202868004766,7.440594696857335,1
6.796730414814123,1.669894129504176,0
-2.0208996428015347,-0.41286050883148007,0
-3.80465070591028,3.4738055355072923,0
-1.161277099977612,-0.9269587953936996,0
-0.6053344522425878,0.26025101304344633,0
0.7102023707179185,-0.9921822814105599,0
3.1369528115926495,3.983339806442822,0
-0.25542159463202535,0.28531873610455044,0
4.823485712652951,4.756055613891664,0
5.524573350942786,6.881096207139539,0
-0.7862144974282015,-0.4230170738196511,0
6.409950217195211,3.8385597232330153,0
-0.37948619163743597,-0.5580885382628362,0
0.9631159350167039,2.07746896012578,0
8.007066330603802,-3.1683095763342664,1
-1.949486838158855,-2.8593961027942862,1
3.8502878526665967,3.175466414451625,0
2.458454752809849,1.8713983787344886,0
0.3330677070919761,0.4382782576567394,0
1.2377128877068801,-0.20315895506120818,0
3.7392242280860706,4.78017153907161,0
6.458798503915385,4.834299973620153,0
1.426857199849818,-0.13724039568999927,0
-4.234136864320773,5.4112079355468925,0
5.619646471220845,4.170007796484755,0
5.580766959711723,3.28040320470548,0
7.289053972698158,3.0295802760573194,0
5.747813595931578,4.095260338008304,0
3.997963088178479,1.6666759402729516,0
-0.548358143519734,-1.1767606746078714,0
4.424617518475455,5.850977432437626,0
4.746535800032266,5.8874894224435605,0
3.3093837974558014,5.410177225863101,0
-1.1329897416465735,0.5989836018367023,0
4.205944662758664,0.7519796427941423,0
5.6578046251822895,6.0531551811623086,0
-4.5690737821500935,5.740464703986027,0
1.0054075120817867,-0.6428453699897873,0
-1.8846350715877958,-1.6273128995113286,0
-0.7056760742854705,-0.6926802859848689,0
-2.819114069306206,4.655346007621518,0
0.40306581229509886,0.3872445177721865,0
-4.90462457715084,4.745641617794437,0
3.386612541564372,5.097205998626228,0
1.3669275060655448,0.08948792939800007,0
3.1928632136207105,3.539920880991208,0
5.699487911719855,3.2337355691064555,0
-1.8484604901570652,-0.5701288806390038,0
1.7000132106532253,1.4545486854341123,0
6.656289788304184,5.180889734782528,0
5.681405635437283,2.2202023473306434,0
0.10150104818033776,1.1173881727730433,0
7.5078681441485635,2.445171827231986,0
5.325130333812205,5.011694455485715,0
2.529700851480734,1.3919246260967892,0
1.4939365024255244,-0.7876945207786146,0
1.370685895364352,1.1309457972037495,0
-4.2662726550425765,5.0940833357714945,0
4.9993367361561045,2.6945052342840965,0
6.6745914268224285,3.744152190498612,0
-4.049835727366736,4.64742545221671,0
6.685076490715894,4.970426801888019,0
0.9908666710592278,0.9262621870534969,0
7.762907353862102,2.7188440881636993,0
6.259409553113656,4.946989723110267,0
1.5107976071654408,-0.018866679303638636,0
-0.43379696808185325,-0.5185960393326271,0
6.053830969990362,3.4012000489875107,0
4.118015716557556,6.985936846173186,0
-0.5140372806041482,0.2772176719457506,0
1.4192224465094165,4.12765662705643,0
6.628831073391021,2.2790994048920714,0
1.6490248599967403,0.9397914844351497,0
-0.16044655023878626,1.728575953615088,0
6.528069816611146,3.167823231983898,0
2.716366545558824,2.0092650472541447,0
-1.5574569151645372,0.46452726569711855,0
0.3695489650533088,0.7207884903076613,0
0.33341057749491004,0.42483863644639125,0
5.287610079982485,3.24055063886434,0
5.6846938862936565,5.060967551342491,0
5.5501297089199095,3.3329231527925165,0
7.391389700675507,-3.1886060197167216,1
-1.051943574748409,0.3957246164445168,0
0.2500161696530766,-1.3870656153381153,0
6.687567572810659,2.265137685329803,0
-0.22235963547832202,-0.6463814241079838,0
5.757016297807429,3.027163832287453,0
0.5734050915283361,-0.3066423738312591,0
-4.58532535156535,9.986702456622307,1
3.7533951272005197,2.1790277456929505,0
4.8778267758209894,4.054911067506447,0
2.131110090417854,-2.569303246061929,1
0.3196564523172512,1.0972163624928304,0
6.054560882800749,4.224756198208484,0
4.087712483933628,6.415946268321616,0
-0.3927787448078703,-0.289707503669388,0
-0.11578959803319734,0.43084148964710434,0
4.557694667894029,2.473586855753182,0
8.989908634783234,9.934675405887631,1
-3.785037140048398,5.248016445954058,0
5.905716298332465,3.691999065320374,0
5.311733776774069,4.455242401116478,0
1.8993671468294053,9.478811671465145,1
9.589015262256474,5.944791500456004,1
4.404894618218525,5.2073816552805186,0
4.520701198437818,2.5864956934559977,0
-0.31037876660782493,-1.1048954235390576,0
-3.2488629802689775,1.5344167417448327,1
-0.16492419784853588,-0.33645352875047274,0
6.192554311354717,3.3911084306804917,0
-2.1504752093453847,-0.03312161567842117,0
4.036761556487815,3.5562853754284287,0
-1.526136960007154,-3.8570009962009566,1
-0.6869381497844325,-1.7254662494428854,0
-0.15184004070492965,1.556371641236833,0
1.9594342823178192,0.6225938052223602,0
2.435100285365906,5.534976328030476,0
6.978322643313393,4.598385362720916,0
7.466536279598135,-3.370433454479908,1
0.2799532367873091,-0.7485957378786341,0
4.016636452351212,5.376965458249146,0
5.249024314337328,4.834909666400388,0
-0.22533519473287147,0.6406428242192157,0
0.6480618912617521,-0.7390025443299886,0
0.5261658131947875,-0.43578810430011505,0
5.846288890101692,3.5443521228175525,0
1.4489037177331183,1.1738729561100887,0
-0.22236249417105458,1.1140788873379341,0
2.366349441665435,5.091701047537036,0
2.978267585824782,5.044064296526827,0
5.5645016369171,3.4578922301960313,0
-0.7591493979251338,0.05837356985528056,0
5.512736936760471,3.9974775153722955,0
0.19072914064080235,0.629623380186435,0
-0.09408443253788813,-1.2192948569881157,0
-1.8301125269032235,-1.4228840402379104,0
7.186665565731292,1.9440363066293838,0
0.09619864303668484,-0.07936771741430583,0
1.103360740866086,1.535203133027815,0
1.2296859544912087,0.2579363894965979,0
8.610291286057958,-2.629175139571778,1
5.392741168935664,5.117109790970803,0
8.997998702627523,3.6752663164183477,0
-4.465020325683324,5.459753667317787,0
4.110114145175715,4.267590168916792,0
-0.2638582155631401,-0.6917180851065478,0
4.090600315319865,4.218037354810459,0
5.090239874174996,4.725408945568164,0
3.6714976866748015,3.765396702284642,0
2.928528780649195,3.6570072469151467,0
5.794216702152066,3.788571275830039,0
3.8736184709645345,4.155775334798281,0
5.353525673207951,5.312438327778864,0
-1.4483191812862037,-0.0945602293116395,0
7.749519405240641,-2.9147330785147085,1
4.246922504763008,1.7895110219616224,0
1.2818256466691582,-0.17864917184334037,0
0.7930912202615923,0.5915807155343823,0
-1.6609120029190958,-0.47757824226978346,0
8.02773713621314,-8.20243439798724,1
0.7994286033014076,-0.83168535361545,0
1.9068607913509437,0.6382337853885718,0
4.873198491159268,4.029753638597477,0
-1.4029476527959293,-0.00018032419999968157,0
